id,category,file_name,file_path
11-ANT,ANT,ANT-Neutron_beam_imaging_with_micromegas_detectors_in_combination_with_neutron_time_of_flight_at_the_n_tof_facility_at_CERN.pdf.txt,./classified_org_txt/ANT/ANT-Neutron_beam_imaging_with_micromegas_detectors_in_combination_with_neutron_time_of_flight_at_the_n_tof_facility_at_CERN.pdf.txt
12-ANT,ANT,ANT-The_33S_n_alpha_30Si_cross_section_measurement_at_n_TOF_EAR2_CERN_From_0_01_eV_to_the_resonance_region.pdf.txt,./classified_org_txt/ANT/ANT-The_33S_n_alpha_30Si_cross_section_measurement_at_n_TOF_EAR2_CERN_From_0_01_eV_to_the_resonance_region.pdf.txt
13-ANT,ANT,ANT-Recent_results_in_nuclear_astrophysics_at_the_n_TOF_facility_at_CERN.pdf.txt,./classified_org_txt/ANT/ANT-Recent_results_in_nuclear_astrophysics_at_the_n_TOF_facility_at_CERN.pdf.txt
14-ANT,ANT,ANT-Characterization_of_the_n_TOF_EAR_2_neutron_beam.pdf.txt,./classified_org_txt/ANT/ANT-Characterization_of_the_n_TOF_EAR_2_neutron_beam.pdf.txt
15-ANT,ANT,ANT-Equipment_for_the_continuous_measurement_and_identification_of_gamma_radioactivity_on_aerosols.pdf.txt,./classified_org_txt/ANT/ANT-Equipment_for_the_continuous_measurement_and_identification_of_gamma_radioactivity_on_aerosols.pdf.txt
16-ANT,ANT,ANT-Measurement_of_the_244Cm_and_246Cm_neutron_induced_capture_cross_sections_at_the_n_TOF_facility.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_of_the_244Cm_and_246Cm_neutron_induced_capture_cross_sections_at_the_n_TOF_facility.pdf.txt
17-ANT,ANT,ANT-Measurements_of_90_91_92_93_94_96_Zr_neutron_capture_cross_sections_at_the_n_TOF_facility_at_CERN.pdf.txt,./classified_org_txt/ANT/ANT-Measurements_of_90_91_92_93_94_96_Zr_neutron_capture_cross_sections_at_the_n_TOF_facility_at_CERN.pdf.txt
18-ANT,ANT,ANT-High_accuracy_u_235_n_f_data_in_the_resonance_energy_region.pdf.txt,./classified_org_txt/ANT/ANT-High_accuracy_u_235_n_f_data_in_the_resonance_energy_region.pdf.txt
19-ANT,ANT,ANT-Applying_uPC_scaling_up_methodology_to_the_LSTF_PkL_counterpart_test.pdf.txt,./classified_org_txt/ANT/ANT-Applying_uPC_scaling_up_methodology_to_the_LSTF_PkL_counterpart_test.pdf.txt
20-ANT,ANT,ANT-Neutron_induced_fission_cross_sections_of_Pu_242_from_0_3_MeV_to_3_MeV.pdf.txt,./classified_org_txt/ANT/ANT-Neutron_induced_fission_cross_sections_of_Pu_242_from_0_3_MeV_to_3_MeV.pdf.txt
21-ANT,ANT,ANT-238u_n_gamma_reaction_cross_section_measurement_with_C6D6_detectors_at_the_n_TOF_CERN_facility.pdf.txt,./classified_org_txt/ANT/ANT-238u_n_gamma_reaction_cross_section_measurement_with_C6D6_detectors_at_the_n_TOF_CERN_facility.pdf.txt
22-ANT,ANT,ANT-First_determination_of_b_delayed_multiple_neutron_emission_beyond_A_100_through_direct_neutron_measurement_the_P2n_value_of_Sb_136.pdf.txt,./classified_org_txt/ANT/ANT-First_determination_of_b_delayed_multiple_neutron_emission_beyond_A_100_through_direct_neutron_measurement_the_P2n_value_of_Sb_136.pdf.txt
23-ANT,ANT,ANT-Neutron_spectroscopy_of_26Mg_states_constraining_the_stellar_neutron_source_22Ne_alpha_n_25Mg.pdf.txt,./classified_org_txt/ANT/ANT-Neutron_spectroscopy_of_26Mg_states_constraining_the_stellar_neutron_source_22Ne_alpha_n_25Mg.pdf.txt
24-ANT,ANT,ANT-Angular_distribution_in_the_neutron_induced_fission_of_actinides.pdf.txt,./classified_org_txt/ANT/ANT-Angular_distribution_in_the_neutron_induced_fission_of_actinides.pdf.txt
25-ANT,ANT,ANT-Measurements_of_the_90_91_92_94_96Zr_neutron_capture_cross_section_at_n_TOF.pdf.txt,./classified_org_txt/ANT/ANT-Measurements_of_the_90_91_92_94_96Zr_neutron_capture_cross_section_at_n_TOF.pdf.txt
26-ANT,ANT,ANT-Neutron_capture_measurement_on_the_s_process_termination_isotopes_lead_and_bismuth.pdf.txt,./classified_org_txt/ANT/ANT-Neutron_capture_measurement_on_the_s_process_termination_isotopes_lead_and_bismuth.pdf.txt
27-ANT,ANT,ANT-Performance_of_the_neutron_time_of_flight_facility_n_TOF_at_CERN.pdf.txt,./classified_org_txt/ANT/ANT-Performance_of_the_neutron_time_of_flight_facility_n_TOF_at_CERN.pdf.txt
28-ANT,ANT,ANT-Astrophysical_implications_of_the139La_n_gamma_and151Sm_n_gamma_Cross_Section_Measured_at_n_TOF.pdf.txt,./classified_org_txt/ANT/ANT-Astrophysical_implications_of_the139La_n_gamma_and151Sm_n_gamma_Cross_Section_Measured_at_n_TOF.pdf.txt
29-ANT,ANT,ANT-Measurement_at_n_TOF_of_the_237_Np_n_gamma_and_240_Pu_n_gamma_Cross_Sections_for_the_Transmutation_of_Nuclear_Waste.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_at_n_TOF_of_the_237_Np_n_gamma_and_240_Pu_n_gamma_Cross_Sections_for_the_Transmutation_of_Nuclear_Waste.pdf.txt
30-ANT,ANT,ANT-Radiative_neutron_capture_on_242Pu_in_the_resonance_region_at_the_CERN_n_TOF_EAR1_facility.pdf.txt,./classified_org_txt/ANT/ANT-Radiative_neutron_capture_on_242Pu_in_the_resonance_region_at_the_CERN_n_TOF_EAR1_facility.pdf.txt
31-ANT,ANT,ANT-The_nucleosynthesis_of_heavy_elements_in_Stars_The_key_isotope_25Mg.pdf.txt,./classified_org_txt/ANT/ANT-The_nucleosynthesis_of_heavy_elements_in_Stars_The_key_isotope_25Mg.pdf.txt
32-ANT,ANT,ANT-Measurement_and_analysis_of_the_241_Am_neutron_capture_cross_section_at_the_n_TOF_facility_at_CERN.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_and_analysis_of_the_241_Am_neutron_capture_cross_section_at_the_n_TOF_facility_at_CERN.pdf.txt
33-ANT,ANT,ANT-The_BRikEN_Project_extensive_measurements_of_b_delayed_neutron_emitters_for_the_astrophysical_r_process.pdf.txt,./classified_org_txt/ANT/ANT-The_BRikEN_Project_extensive_measurements_of_b_delayed_neutron_emitters_for_the_astrophysical_r_process.pdf.txt
34-ANT,ANT,ANT-Measurement_of_neutron_induced_fission_of_235_u_233_u_and_245_Cm_with_the_FiC_detector_at_the_CERN_n_TOF_facility.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_of_neutron_induced_fission_of_235_u_233_u_and_245_Cm_with_the_FiC_detector_at_the_CERN_n_TOF_facility.pdf.txt
35-ANT,ANT,ANT-Astrophysics_at_n_TOF_facility.pdf.txt,./classified_org_txt/ANT/ANT-Astrophysics_at_n_TOF_facility.pdf.txt
36-ANT,ANT,ANT-Neutron_cross_section_measurements_at_n_TOF_for_ADS_related_estudies.pdf.txt,./classified_org_txt/ANT/ANT-Neutron_cross_section_measurements_at_n_TOF_for_ADS_related_estudies.pdf.txt
37-ANT,ANT,ANT-Neutron_physics_of_the_Re_Os_clock_iii_Resonance_analyses_and_stellar_n_gamma_cross_sections_of_186_187_188_Os.pdf.txt,./classified_org_txt/ANT/ANT-Neutron_physics_of_the_Re_Os_clock_iii_Resonance_analyses_and_stellar_n_gamma_cross_sections_of_186_187_188_Os.pdf.txt
38-ANT,ANT,ANT-Study_of_the_234u_n_f_fission_fragment_angular_distribution_at_the_CERN_n_TOF_facility.pdf.txt,./classified_org_txt/ANT/ANT-Study_of_the_234u_n_f_fission_fragment_angular_distribution_at_the_CERN_n_TOF_facility.pdf.txt
39-ANT,ANT,ANT-integral_cross_section_measurement_of_the12C_n_p_12B_reaction.pdf.txt,./classified_org_txt/ANT/ANT-integral_cross_section_measurement_of_the12C_n_p_12B_reaction.pdf.txt
40-ANT,ANT,ANT-The_new_vertical_neutron_beam_line_at_the_CERN_n_TOF_facility_design_and_outlook_on_the_performance.pdf.txt,./classified_org_txt/ANT/ANT-The_new_vertical_neutron_beam_line_at_the_CERN_n_TOF_facility_design_and_outlook_on_the_performance.pdf.txt
41-ANT,ANT,ANT-Measurement_of_the_heaviest_Beta_delayed_2_neutron_emitter_136Sb.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_of_the_heaviest_Beta_delayed_2_neutron_emitter_136Sb.pdf.txt
42-ANT,ANT,ANT-Master_s_degree_in_Nuclear_Engineering_uPC_ENDESA_Creating_synergy_at_industrial_and_academic_levels.pdf.txt,./classified_org_txt/ANT/ANT-Master_s_degree_in_Nuclear_Engineering_uPC_ENDESA_Creating_synergy_at_industrial_and_academic_levels.pdf.txt
43-ANT,ANT,ANT-Commissionning_of_the_n_TOF_Ph2_facility.pdf.txt,./classified_org_txt/ANT/ANT-Commissionning_of_the_n_TOF_Ph2_facility.pdf.txt
44-ANT,ANT,ANT-Qualification_of_a_full_plant_nodalization_for_the_prediction_of_the_core_exit_temperature_through_a_scaling_methodology.pdf.txt,./classified_org_txt/ANT/ANT-Qualification_of_a_full_plant_nodalization_for_the_prediction_of_the_core_exit_temperature_through_a_scaling_methodology.pdf.txt
45-ANT,ANT,ANT-Measurement_of_the_197_Au_n_gamma_cross_section_at_n_TOF_towards_a_new_standard.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_of_the_197_Au_n_gamma_cross_section_at_n_TOF_towards_a_new_standard.pdf.txt
46-ANT,ANT,ANT-Measurements_of_neutron_cross_sections_for_advanced_nuclear_energy_systems_at_n_TOF_CERN.pdf.txt,./classified_org_txt/ANT/ANT-Measurements_of_neutron_cross_sections_for_advanced_nuclear_energy_systems_at_n_TOF_CERN.pdf.txt
47-ANT,ANT,ANT-Characterization_of_a_neutron_beta_counting_system_with_beta_delayed_neutron_emitters.pdf.txt,./classified_org_txt/ANT/ANT-Characterization_of_a_neutron_beta_counting_system_with_beta_delayed_neutron_emitters.pdf.txt
48-ANT,ANT,ANT-Measurement_of_the_197_Au_n_gamma_cross_section_at_n_TOF_a_step_forward_towards_a_new_standard_for_capture_cross_section_measurements.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_of_the_197_Au_n_gamma_cross_section_at_n_TOF_a_step_forward_towards_a_new_standard_for_capture_cross_section_measurements.pdf.txt
49-ANT,ANT,ANT-Neutron_cross_section_measurements_at_n_TOF_for_ADS_related_studies.pdf.txt,./classified_org_txt/ANT/ANT-Neutron_cross_section_measurements_at_n_TOF_for_ADS_related_studies.pdf.txt
50-ANT,ANT,ANT-Neutron_induced_Fission_Cross_Section_of240_242Pu.pdf.txt,./classified_org_txt/ANT/ANT-Neutron_induced_Fission_Cross_Section_of240_242Pu.pdf.txt
51-ANT,ANT,ANT-n_cp_reactions_study_at_the_n_TOF_facilitty_at_CERN_results_for_the_cosmological_lithium_problem.pdf.txt,./classified_org_txt/ANT/ANT-n_cp_reactions_study_at_the_n_TOF_facilitty_at_CERN_results_for_the_cosmological_lithium_problem.pdf.txt
52-ANT,ANT,ANT-The_n_TOF_facility_Neutron_beams_for_challenging_future_measurements_at_CERN.pdf.txt,./classified_org_txt/ANT/ANT-The_n_TOF_facility_Neutron_beams_for_challenging_future_measurements_at_CERN.pdf.txt
53-ANT,ANT,ANT-Astrophysics_at_n_TOF_facility_at_CERN.pdf.txt,./classified_org_txt/ANT/ANT-Astrophysics_at_n_TOF_facility_at_CERN.pdf.txt
54-ANT,ANT,ANT-New_accurate_measurements_of_neutron_emission_probabilities_for_relevant_fission_products.pdf.txt,./classified_org_txt/ANT/ANT-New_accurate_measurements_of_neutron_emission_probabilities_for_relevant_fission_products.pdf.txt
55-ANT,ANT,ANT-Time_of_flight_and_activation_experiments_on_147_Pm_and_171_Tm_for_astrophysics.pdf.txt,./classified_org_txt/ANT/ANT-Time_of_flight_and_activation_experiments_on_147_Pm_and_171_Tm_for_astrophysics.pdf.txt
56-ANT,ANT,ANT-Measurements_of_the_90_91_92_93_94_96zr_n_gamma_cross_sections_at_n_tof.pdf.txt,./classified_org_txt/ANT/ANT-Measurements_of_the_90_91_92_93_94_96zr_n_gamma_cross_sections_at_n_tof.pdf.txt
57-ANT,ANT,ANT-Master_s_degree_in_Nuclear_Engineering_uPC_ENDESA_A_consolidated_international_program.pdf.txt,./classified_org_txt/ANT/ANT-Master_s_degree_in_Nuclear_Engineering_uPC_ENDESA_A_consolidated_international_program.pdf.txt
58-ANT,ANT,ANT-New_measurement_of_the_242Pu_n_gamma_cross_section_at_n_TOF_EAR1_for_MOX_fuels_Preliminary_results_in_the_RRR.pdf.txt,./classified_org_txt/ANT/ANT-New_measurement_of_the_242Pu_n_gamma_cross_section_at_n_TOF_EAR1_for_MOX_fuels_Preliminary_results_in_the_RRR.pdf.txt
59-ANT,ANT,ANT-The_neutron_capture_cross_sections_of_237Np_n_gamma_and_240Pu_n_gamma_and_its_relevance_in_the_transmutation_of_nuclear_waste.pdf.txt,./classified_org_txt/ANT/ANT-The_neutron_capture_cross_sections_of_237Np_n_gamma_and_240Pu_n_gamma_and_its_relevance_in_the_transmutation_of_nuclear_waste.pdf.txt
60-ANT,ANT,ANT-Preliminary_results_on_the_233u_capture_cross_section_and_alpha_ratio_measured_at_n_TOF_CERN_with_the_fission_tagging_technique.pdf.txt,./classified_org_txt/ANT/ANT-Preliminary_results_on_the_233u_capture_cross_section_and_alpha_ratio_measured_at_n_TOF_CERN_with_the_fission_tagging_technique.pdf.txt
61-ANT,ANT,ANT-Measurement_of_the_neutron_capture_cross_section_of_234_u_in_n_TOF_at_CERN.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_of_the_neutron_capture_cross_section_of_234_u_in_n_TOF_at_CERN.pdf.txt
62-ANT,ANT,ANT-Fission_fragment_angular_distribution_measurements_of_u_235_and_u_238_at_CERN_n_TOF_facility.pdf.txt,./classified_org_txt/ANT/ANT-Fission_fragment_angular_distribution_measurements_of_u_235_and_u_238_at_CERN_n_TOF_facility.pdf.txt
63-ANT,ANT,ANT-Measurement_of_very_low_alpha_n_cross_sections_of_astrophysical_interest.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_of_very_low_alpha_n_cross_sections_of_astrophysical_interest.pdf.txt
64-ANT,ANT,ANT-Measurement_of_the_240Pu_n_f_cross_section_at_the_CERN_n_TOF_facility_First_results_from_experimental_area_ii_EAR_2.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_of_the_240Pu_n_f_cross_section_at_the_CERN_n_TOF_facility_First_results_from_experimental_area_ii_EAR_2.pdf.txt
65-ANT,ANT,ANT-Experiments_with_neutron_beams_for_the_astrophysical_s_process.pdf.txt,./classified_org_txt/ANT/ANT-Experiments_with_neutron_beams_for_the_astrophysical_s_process.pdf.txt
66-ANT,ANT,ANT-Fission_program_at_n_TOF.pdf.txt,./classified_org_txt/ANT/ANT-Fission_program_at_n_TOF.pdf.txt
67-ANT,ANT,ANT-Nuclear_astrophysics_at_n_TOF_facility_CERN.pdf.txt,./classified_org_txt/ANT/ANT-Nuclear_astrophysics_at_n_TOF_facility_CERN.pdf.txt
68-ANT,ANT,ANT-Beta_decay_half_lives_and_beta_delayed_neutron_emission_probabilities_for_several_isotopes_of_Au_Hg_Tl_Pb_and_Bi_beyond_N_126.pdf.txt,./classified_org_txt/ANT/ANT-Beta_decay_half_lives_and_beta_delayed_neutron_emission_probabilities_for_several_isotopes_of_Au_Hg_Tl_Pb_and_Bi_beyond_N_126.pdf.txt
69-ANT,ANT,ANT-Neutron_capture_cross_section_measurements_for_nuclear_astrophysics_at_n_TOF.pdf.txt,./classified_org_txt/ANT/ANT-Neutron_capture_cross_section_measurements_for_nuclear_astrophysics_at_n_TOF.pdf.txt
70-ANT,ANT,ANT-Conceptual_design_of_a_hybrid_neutron_gamma_detector_for_study_of_b_delayed_neutrons_at_the_RiB_facility_of_RikEN.pdf.txt,./classified_org_txt/ANT/ANT-Conceptual_design_of_a_hybrid_neutron_gamma_detector_for_study_of_b_delayed_neutrons_at_the_RiB_facility_of_RikEN.pdf.txt
71-ANT,ANT,ANT-High_accuracy_234u_n_f_cross_section_in_the_resonance_energy_region.pdf.txt,./classified_org_txt/ANT/ANT-High_accuracy_234u_n_f_cross_section_in_the_resonance_energy_region.pdf.txt
72-ANT,ANT,ANT-Neutron_resonance_spectroscopy_at_n_TOF_at_CERN.pdf.txt,./classified_org_txt/ANT/ANT-Neutron_resonance_spectroscopy_at_n_TOF_at_CERN.pdf.txt
73-ANT,ANT,ANT-Modelling_guidelines_for_core_exit_temperature_simulations_with_system_codes.pdf.txt,./classified_org_txt/ANT/ANT-Modelling_guidelines_for_core_exit_temperature_simulations_with_system_codes.pdf.txt
74-ANT,ANT,ANT-The_measurement_programme_at_the_neutron_time_of_flight_facility_n_TOF_at_CERN.pdf.txt,./classified_org_txt/ANT/ANT-The_measurement_programme_at_the_neutron_time_of_flight_facility_n_TOF_at_CERN.pdf.txt
75-ANT,ANT,ANT-integral_measurement_of_the_12C_n_p_12B_reaction_up_to_10_GeV.pdf.txt,./classified_org_txt/ANT/ANT-integral_measurement_of_the_12C_n_p_12B_reaction_up_to_10_GeV.pdf.txt
76-ANT,ANT,ANT-European_Master_in_Nuclear_Energy_EMiNE_When_academy_and_industry_meet.pdf.txt,./classified_org_txt/ANT/ANT-European_Master_in_Nuclear_Energy_EMiNE_When_academy_and_industry_meet.pdf.txt
77-ANT,ANT,ANT-First_measurement_of_several_beta_delayed_neutron_emitting_isotopes_beyond_N_126.pdf.txt,./classified_org_txt/ANT/ANT-First_measurement_of_several_beta_delayed_neutron_emitting_isotopes_beyond_N_126.pdf.txt
78-ANT,ANT,ANT-Comparison_of_best_estimate_plus_uncertainty_and_conservative_methodologies_for_a_PWR_MSLB_analysis_using_a_coupled_3_D_neutron_kinetics_thermal_hydraulic_code.pdf.txt,./classified_org_txt/ANT/ANT-Comparison_of_best_estimate_plus_uncertainty_and_conservative_methodologies_for_a_PWR_MSLB_analysis_using_a_coupled_3_D_neutron_kinetics_thermal_hydraulic_code.pdf.txt
79-ANT,ANT,ANT-Total_absorption_spectroscopy_study_of_Rb_92_decay_a_major_contributor_to_reactor_antineutrino_spectrum_shape.pdf.txt,./classified_org_txt/ANT/ANT-Total_absorption_spectroscopy_study_of_Rb_92_decay_a_major_contributor_to_reactor_antineutrino_spectrum_shape.pdf.txt
80-ANT,ANT,ANT-First_evidence_of_multiple_b_delayed_neutron_emission_for_isotopes_with_A_100.pdf.txt,./classified_org_txt/ANT/ANT-First_evidence_of_multiple_b_delayed_neutron_emission_for_isotopes_with_A_100.pdf.txt
81-ANT,ANT,ANT-Present_status_and_future_programs_of_the_n_TOF_experiment.pdf.txt,./classified_org_txt/ANT/ANT-Present_status_and_future_programs_of_the_n_TOF_experiment.pdf.txt
82-ANT,ANT,ANT-New_measurement_of_the_astrophysically_important_reaction_62Ni_n_gamma_at_n_TOF.pdf.txt,./classified_org_txt/ANT/ANT-New_measurement_of_the_astrophysically_important_reaction_62Ni_n_gamma_at_n_TOF.pdf.txt
83-ANT,ANT,ANT-Monte_Carlo_simulations_for_the_study_of_a_moderated_neutron_detector.pdf.txt,./classified_org_txt/ANT/ANT-Monte_Carlo_simulations_for_the_study_of_a_moderated_neutron_detector.pdf.txt
84-ANT,ANT,ANT-Measurement_of_73Ge_n_gamma_cross_sections_and_implications_for_stellar_nucleosynthesis.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_of_73Ge_n_gamma_cross_sections_and_implications_for_stellar_nucleosynthesis.pdf.txt
85-ANT,ANT,ANT-Capture_cross_section_measurements_of_186_187_188_Os_at_n_TOF_the_resolved_resonance_region.pdf.txt,./classified_org_txt/ANT/ANT-Capture_cross_section_measurements_of_186_187_188_Os_at_n_TOF_the_resolved_resonance_region.pdf.txt
86-ANT,ANT,ANT-Experimental_setup_and_procedure_for_the_measurement_of_the_7Be_n_p_7Li_reaction_at_n_TOF.pdf.txt,./classified_org_txt/ANT/ANT-Experimental_setup_and_procedure_for_the_measurement_of_the_7Be_n_p_7Li_reaction_at_n_TOF.pdf.txt
87-ANT,ANT,ANT-Code_improvement_and_model_validation_for_Asco_ii_Nuclear_Power_Plant_model_using_a_coupled_3D_neutron_kinetics_thermal_hydraulic_code.pdf.txt,./classified_org_txt/ANT/ANT-Code_improvement_and_model_validation_for_Asco_ii_Nuclear_Power_Plant_model_using_a_coupled_3D_neutron_kinetics_thermal_hydraulic_code.pdf.txt
88-ANT,ANT,ANT-Measurement_of_the240Pu_n_f_cross_section_at_the_CERN_n_TOF_facility_First_results_from_EAR_2.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_of_the240Pu_n_f_cross_section_at_the_CERN_n_TOF_facility_First_results_from_EAR_2.pdf.txt
89-ANT,ANT,ANT-Commissioning_of_the_BRikEN_beta_delayed_neutron_detector_for_the_study_of_exotic_neutron_rich_nuclei.pdf.txt,./classified_org_txt/ANT/ANT-Commissioning_of_the_BRikEN_beta_delayed_neutron_detector_for_the_study_of_exotic_neutron_rich_nuclei.pdf.txt
90-ANT,ANT,ANT-7Be_n_alpha_and_7Be_n_p_cross_section_measurement_for_the_cosmological_lithium_problem_at_the_n_TOF_facility_at_CERN.pdf.txt,./classified_org_txt/ANT/ANT-7Be_n_alpha_and_7Be_n_p_cross_section_measurement_for_the_cosmological_lithium_problem_at_the_n_TOF_facility_at_CERN.pdf.txt
91-ANT,ANT,ANT-Monte_Carlo_simulations_of_the_n_TOF_lead_spallation_target_with_the_Geant4_toolkit_A_benchmark_study.pdf.txt,./classified_org_txt/ANT/ANT-Monte_Carlo_simulations_of_the_n_TOF_lead_spallation_target_with_the_Geant4_toolkit_A_benchmark_study.pdf.txt
92-ANT,ANT,ANT-The_CERN_n_TOF_facility_a_unique_tool_for_nuclear_data_measurement.pdf.txt,./classified_org_txt/ANT/ANT-The_CERN_n_TOF_facility_a_unique_tool_for_nuclear_data_measurement.pdf.txt
93-ANT,ANT,ANT-Experimental_setup_and_procedure_for_the_measurement_of_the_Be_7_n_alpha_alpha_reaction_at_n_TOF.pdf.txt,./classified_org_txt/ANT/ANT-Experimental_setup_and_procedure_for_the_measurement_of_the_Be_7_n_alpha_alpha_reaction_at_n_TOF.pdf.txt
94-ANT,ANT,ANT-Measurement_of_the_24_25_26Mg_n_gamma_reaction_cross_section_at_n_TOF.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_of_the_24_25_26Mg_n_gamma_reaction_cross_section_at_n_TOF.pdf.txt
95-ANT,ANT,ANT-Preparation_and_characterization_of_33_S_samples_for_33_S_n_alpha_30_Si_cross_section_measurements_at_the_n_TOF_facility_at_CERN.pdf.txt,./classified_org_txt/ANT/ANT-Preparation_and_characterization_of_33_S_samples_for_33_S_n_alpha_30_Si_cross_section_measurements_at_the_n_TOF_facility_at_CERN.pdf.txt
96-ANT,ANT,ANT-New_measurement_of_neutron_capture_resonances_in_Bi_209.pdf.txt,./classified_org_txt/ANT/ANT-New_measurement_of_neutron_capture_resonances_in_Bi_209.pdf.txt
97-ANT,ANT,ANT-Supercritical_CO2_Brayton_power_cycles_for_DEMO_demonstration_power_plant_fusion_reactor_based_on_dual_coolant_lithium_lead_blanket.pdf.txt,./classified_org_txt/ANT/ANT-Supercritical_CO2_Brayton_power_cycles_for_DEMO_demonstration_power_plant_fusion_reactor_based_on_dual_coolant_lithium_lead_blanket.pdf.txt
98-ANT,ANT,ANT-Recuperated_versus_single_recuperator_re_compressed_supercritical_CO2_Brayton_power_cycles_for_DEMO_fusion_reactor_based_on_dual_coolant_lithium_lead_blanket.pdf.txt,./classified_org_txt/ANT/ANT-Recuperated_versus_single_recuperator_re_compressed_supercritical_CO2_Brayton_power_cycles_for_DEMO_fusion_reactor_based_on_dual_coolant_lithium_lead_blanket.pdf.txt
99-ANT,ANT,ANT-Measurement_of_the_radiative_capture_cross_section_of_the_s_process_branching_points_204Tl_and_171Tm_at_the_n_TOF_facility_CERN.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_of_the_radiative_capture_cross_section_of_the_s_process_branching_points_204Tl_and_171Tm_at_the_n_TOF_facility_CERN.pdf.txt
100-ANT,ANT,ANT-Neutron_induced_fission_cross_section_of_Pu_240_from_0_5_MeV_to_3_MeV.pdf.txt,./classified_org_txt/ANT/ANT-Neutron_induced_fission_cross_section_of_Pu_240_from_0_5_MeV_to_3_MeV.pdf.txt
101-ANT,ANT,ANT-Measurement_of_the_90_91_92_93_94_96_Zr_n_gamma_and_139_La_n_gamma_cross_sections_at_n_TOF.pdf.txt,./classified_org_txt/ANT/ANT-Measurement_of_the_90_91_92_93_94_96_Zr_n_gamma_and_139_La_n_gamma_cross_sections_at_n_TOF.pdf.txt
102-ANT,ANT,ANT-Neutron_capture_cross_section_measurement_of_238u_at_the_CERN_n_TOF_facility_in_the_energy_region_from_1_eV_to_700_keV.pdf.txt,./classified_org_txt/ANT/ANT-Neutron_capture_cross_section_measurement_of_238u_at_the_CERN_n_TOF_facility_in_the_energy_region_from_1_eV_to_700_keV.pdf.txt
